command line: ../SSG/exact-counting_pcap.py vpp_generator_capture.pcap vpp_generator_capture_ref.txt --parsing_mode 1
simulation time: 0:05:22.802926
==========================================
Global HLL: 186198 722
cardinality_count	key	ratio_cardinality		||	elephant_count	ratio_elephant	|	overMinRank	ratio_overMinRank
==========VVV=============
239 	 11.12.34.162 	 0.128		||	13905 	 0.0704	|	412 	 2.96
239 	 11.12.34.165 	 0.128		||	13905 	 0.0704	|	410 	 2.95
239 	 11.12.34.164 	 0.128		||	13905 	 0.0704	|	232 	 1.67
239 	 11.12.34.167 	 0.128		||	13900 	 0.0704	|	409 	 2.94
239 	 11.12.34.166 	 0.128		||	13903 	 0.0704	|	293 	 2.11
239 	 11.12.34.41 	 0.128		||	13907 	 0.0704	|	464 	 3.34
239 	 11.12.34.40 	 0.128		||	13905 	 0.0704	|	463 	 3.33
239 	 11.12.34.43 	 0.128		||	13907 	 0.0704	|	350 	 2.52
239 	 11.12.34.42 	 0.128		||	13906 	 0.0704	|	698 	 5.02
239 	 11.12.34.45 	 0.128		||	13909 	 0.0704	|	405 	 2.91
239 	 11.12.34.44 	 0.128		||	13907 	 0.0704	|	527 	 3.79
239 	 11.12.34.47 	 0.128		||	13906 	 0.0704	|	402 	 2.89
239 	 11.12.34.46 	 0.128		||	13907 	 0.0704	|	351 	 2.52
239 	 11.12.34.49 	 0.128		||	13907 	 0.0704	|	464 	 3.34
239 	 11.12.34.48 	 0.128		||	13907 	 0.0704	|	522 	 3.75
239 	 11.12.35.101 	 0.128		||	13894 	 0.0704	|	522 	 3.76
239 	 11.12.35.5 	 0.128		||	13890 	 0.0703	|	814 	 5.86
239 	 11.12.35.4 	 0.128		||	13892 	 0.0703	|	234 	 1.68
239 	 11.12.35.7 	 0.128		||	13889 	 0.0703	|	233 	 1.68
239 	 11.12.35.6 	 0.128		||	13890 	 0.0703	|	293 	 2.11
239 	 11.12.35.148 	 0.128		||	13898 	 0.0704	|	526 	 3.78
239 	 11.12.35.149 	 0.128		||	13897 	 0.0704	|	519 	 3.73
239 	 11.12.35.146 	 0.128		||	13899 	 0.0704	|	525 	 3.78
239 	 11.12.35.1 	 0.128		||	13893 	 0.0703	|	527 	 3.79
239 	 11.12.35.144 	 0.128		||	13896 	 0.0704	|	584 	 4.2
239 	 11.12.35.145 	 0.128		||	13896 	 0.0704	|	406 	 2.92
239 	 11.12.35.142 	 0.128		||	13896 	 0.0704	|	529 	 3.81
239 	 11.12.35.143 	 0.128		||	13896 	 0.0704	|	402 	 2.89
239 	 11.12.35.140 	 0.128		||	13894 	 0.0704	|	461 	 3.32
239 	 11.12.35.0 	 0.128		||	13893 	 0.0703	|	515 	 3.71
239 	 11.12.35.3 	 0.128		||	13893 	 0.0703	|	293 	 2.11
239 	 11.12.35.2 	 0.128		||	13892 	 0.0703	|	292 	 2.1
239 	 11.12.33.135 	 0.128		||	13913 	 0.0704	|	761 	 5.47
239 	 11.12.33.134 	 0.128		||	13915 	 0.0705	|	466 	 3.35
239 	 11.12.33.137 	 0.128		||	13916 	 0.0705	|	583 	 4.19
239 	 11.12.33.136 	 0.128		||	13916 	 0.0705	|	293 	 2.11
239 	 11.12.33.131 	 0.128		||	13918 	 0.0705	|	527 	 3.79
239 	 11.12.33.130 	 0.128		||	13918 	 0.0705	|	522 	 3.75
239 	 11.12.33.133 	 0.128		||	13917 	 0.0705	|	407 	 2.92
239 	 11.12.33.132 	 0.128		||	13920 	 0.0705	|	523 	 3.76
239 	 11.12.35.60 	 0.128		||	13890 	 0.0703	|	231 	 1.66
239 	 11.12.35.61 	 0.128		||	13891 	 0.0703	|	292 	 2.1
239 	 11.12.35.62 	 0.128		||	13891 	 0.0703	|	466 	 3.35
239 	 11.12.35.63 	 0.128		||	13892 	 0.0703	|	410 	 2.95
239 	 11.12.33.139 	 0.128		||	13915 	 0.0705	|	234 	 1.68
239 	 11.12.33.138 	 0.128		||	13914 	 0.0705	|	231 	 1.66
239 	 11.12.35.66 	 0.128		||	13891 	 0.0703	|	641 	 4.61
239 	 11.12.35.67 	 0.128		||	13892 	 0.0703	|	527 	 3.79
239 	 11.12.33.19 	 0.128		||	13904 	 0.0704	|	292 	 2.1
239 	 11.12.33.18 	 0.128		||	13905 	 0.0704	|	410 	 2.95
239 	 11.12.33.13 	 0.128		||	13906 	 0.0704	|	292 	 2.1
239 	 11.12.33.12 	 0.128		||	13905 	 0.0704	|	234 	 1.68
239 	 11.12.33.11 	 0.128		||	13906 	 0.0704	|	408 	 2.93
239 	 11.12.33.10 	 0.128		||	13906 	 0.0704	|	467 	 3.36
239 	 11.12.33.17 	 0.128		||	13905 	 0.0704	|	348 	 2.5
239 	 11.12.33.16 	 0.128		||	13904 	 0.0704	|	579 	 4.16
239 	 11.12.33.15 	 0.128		||	13904 	 0.0704	|	758 	 5.45
239 	 11.12.33.14 	 0.128		||	13903 	 0.0704	|	348 	 2.5
239 	 11.12.33.68 	 0.128		||	13910 	 0.0704	|	407 	 2.93
239 	 11.12.33.69 	 0.128		||	13911 	 0.0704	|	117 	 0.841
239 	 11.12.33.66 	 0.128		||	13910 	 0.0704	|	346 	 2.49
239 	 11.12.33.67 	 0.128		||	13910 	 0.0704	|	519 	 3.73
239 	 11.12.33.64 	 0.128		||	13911 	 0.0704	|	462 	 3.32
239 	 11.12.33.65 	 0.128		||	13911 	 0.0704	|	408 	 2.93
239 	 11.12.33.62 	 0.128		||	13913 	 0.0704	|	521 	 3.74
239 	 11.12.33.63 	 0.128		||	13911 	 0.0704	|	232 	 1.67
239 	 11.12.33.60 	 0.128		||	13910 	 0.0704	|	524 	 3.77
239 	 11.12.33.61 	 0.128		||	13912 	 0.0704	|	118 	 0.848
239 	 11.12.34.150 	 0.128		||	13907 	 0.0704	|	638 	 4.59
239 	 11.12.34.151 	 0.128		||	13906 	 0.0704	|	289 	 2.08
239 	 11.12.34.152 	 0.128		||	13905 	 0.0704	|	638 	 4.59
239 	 11.12.34.153 	 0.128		||	13904 	 0.0704	|	578 	 4.16
239 	 11.12.34.154 	 0.128		||	13904 	 0.0704	|	172 	 1.24
239 	 11.12.34.155 	 0.128		||	13904 	 0.0704	|	292 	 2.1
239 	 11.12.34.156 	 0.128		||	13904 	 0.0704	|	346 	 2.49
239 	 11.12.34.157 	 0.128		||	13905 	 0.0704	|	576 	 4.14
239 	 11.12.34.158 	 0.128		||	13905 	 0.0704	|	465 	 3.34
239 	 11.12.34.159 	 0.128		||	13908 	 0.0704	|	635 	 4.57
239 	 11.12.33.250 	 0.128		||	13905 	 0.0704	|	642 	 4.62
239 	 11.12.33.251 	 0.128		||	13907 	 0.0704	|	576 	 4.14
239 	 11.12.33.252 	 0.128		||	13906 	 0.0704	|	407 	 2.93
239 	 11.12.33.253 	 0.128		||	13906 	 0.0704	|	467 	 3.36
239 	 11.12.33.254 	 0.128		||	13905 	 0.0704	|	349 	 2.51
239 	 11.12.33.255 	 0.128		||	13904 	 0.0704	|	343 	 2.47
239 	 11.12.34.247 	 0.128		||	13891 	 0.0703	|	457 	 3.29
239 	 11.12.34.239 	 0.128		||	13893 	 0.0703	|	233 	 1.68
239 	 11.12.34.238 	 0.128		||	13892 	 0.0703	|	290 	 2.09
239 	 11.12.34.235 	 0.128		||	13890 	 0.0703	|	288 	 2.07
239 	 11.12.34.234 	 0.128		||	13890 	 0.0703	|	348 	 2.51
239 	 11.12.34.237 	 0.128		||	13890 	 0.0703	|	409 	 2.94
239 	 11.12.34.236 	 0.128		||	13890 	 0.0703	|	581 	 4.18
239 	 11.12.34.231 	 0.128		||	13891 	 0.0703	|	464 	 3.34
239 	 11.12.34.230 	 0.128		||	13892 	 0.0703	|	813 	 5.85
239 	 11.12.34.233 	 0.128		||	13892 	 0.0703	|	466 	 3.35
239 	 11.12.34.232 	 0.128		||	13892 	 0.0703	|	234 	 1.68
239 	 11.12.35.79 	 0.128		||	13888 	 0.0703	|	410 	 2.95
239 	 11.12.35.78 	 0.128		||	13888 	 0.0703	|	409 	 2.94
239 	 11.12.35.182 	 0.128		||	13895 	 0.0704	|	759 	 5.46
239 	 11.12.35.183 	 0.128		||	13891 	 0.0703	|	290 	 2.09
239 	 11.12.35.180 	 0.128		||	13895 	 0.0704	|	576 	 4.15
239 	 11.12.35.181 	 0.128		||	13894 	 0.0704	|	408 	 2.94
239 	 11.12.35.186 	 0.128		||	13896 	 0.0704	|	231 	 1.66
239 	 11.12.35.187 	 0.128		||	13898 	 0.0704	|	292 	 2.1
239 	 11.12.35.184 	 0.128		||	13894 	 0.0704	|	874 	 6.29
239 	 11.12.35.185 	 0.128		||	13895 	 0.0704	|	698 	 5.02
239 	 11.12.35.188 	 0.128		||	13899 	 0.0704	|	288 	 2.07
239 	 11.12.35.189 	 0.128		||	13899 	 0.0704	|	640 	 4.6
239 	 11.12.35.73 	 0.128		||	13888 	 0.0703	|	234 	 1.68
239 	 11.12.34.18 	 0.128		||	13905 	 0.0704	|	527 	 3.79
239 	 11.12.34.19 	 0.128		||	13903 	 0.0704	|	697 	 5.01
239 	 11.12.35.72 	 0.128		||	13890 	 0.0703	|	644 	 4.64
239 	 11.12.34.12 	 0.128		||	13905 	 0.0704	|	291 	 2.09
239 	 11.12.34.13 	 0.128		||	13903 	 0.0704	|	293 	 2.11
239 	 11.12.34.10 	 0.128		||	13904 	 0.0704	|	641 	 4.61
239 	 11.12.34.11 	 0.128		||	13904 	 0.0704	|	349 	 2.51
239 	 11.12.34.16 	 0.128		||	13901 	 0.0704	|	173 	 1.24
239 	 11.12.34.17 	 0.128		||	13904 	 0.0704	|	408 	 2.93
239 	 11.12.34.14 	 0.128		||	13903 	 0.0704	|	293 	 2.11
239 	 11.12.34.15 	 0.128		||	13902 	 0.0704	|	349 	 2.51
239 	 11.12.33.179 	 0.128		||	13903 	 0.0704	|	645 	 4.64
239 	 11.12.33.178 	 0.128		||	13904 	 0.0704	|	585 	 4.21
239 	 11.12.35.70 	 0.128		||	13891 	 0.0703	|	349 	 2.51
239 	 11.12.33.171 	 0.128		||	13904 	 0.0704	|	404 	 2.91
239 	 11.12.33.170 	 0.128		||	13906 	 0.0704	|	290 	 2.09
239 	 11.12.33.173 	 0.128		||	13901 	 0.0704	|	462 	 3.32
239 	 11.12.33.172 	 0.128		||	13904 	 0.0704	|	584 	 4.2
239 	 11.12.33.175 	 0.128		||	13905 	 0.0704	|	758 	 5.45
239 	 11.12.33.174 	 0.128		||	13901 	 0.0704	|	582 	 4.19
239 	 11.12.33.177 	 0.128		||	13907 	 0.0704	|	529 	 3.8
239 	 11.12.33.176 	 0.128		||	13905 	 0.0704	|	463 	 3.33
239 	 11.12.35.24 	 0.128		||	13890 	 0.0703	|	291 	 2.1
239 	 11.12.35.25 	 0.128		||	13891 	 0.0703	|	289 	 2.08
239 	 11.12.35.26 	 0.128		||	13890 	 0.0703	|	290 	 2.09
239 	 11.12.35.27 	 0.128		||	13892 	 0.0703	|	466 	 3.35
239 	 11.12.35.20 	 0.128		||	13889 	 0.0703	|	527 	 3.79
239 	 11.12.35.21 	 0.128		||	13890 	 0.0703	|	175 	 1.26
239 	 11.12.35.22 	 0.128		||	13891 	 0.0703	|	232 	 1.67
239 	 11.12.35.23 	 0.128		||	13891 	 0.0703	|	346 	 2.49
239 	 11.12.35.74 	 0.128		||	13891 	 0.0703	|	345 	 2.48
239 	 11.12.35.28 	 0.128		||	13892 	 0.0703	|	581 	 4.18
239 	 11.12.35.29 	 0.128		||	13893 	 0.0703	|	516 	 3.71
239 	 11.12.33.57 	 0.128		||	13909 	 0.0704	|	639 	 4.59
239 	 11.12.33.56 	 0.128		||	13912 	 0.0704	|	347 	 2.49
239 	 11.12.33.55 	 0.128		||	13915 	 0.0705	|	700 	 5.03
239 	 11.12.33.54 	 0.128		||	13914 	 0.0705	|	410 	 2.95
239 	 11.12.33.53 	 0.128		||	13916 	 0.0705	|	350 	 2.52
239 	 11.12.33.52 	 0.128		||	13916 	 0.0705	|	639 	 4.59
239 	 11.12.33.51 	 0.128		||	13915 	 0.0705	|	411 	 2.95
239 	 11.12.33.50 	 0.128		||	13915 	 0.0705	|	645 	 4.64
239 	 11.12.33.59 	 0.128		||	13909 	 0.0704	|	466 	 3.35
239 	 11.12.33.58 	 0.128		||	13910 	 0.0704	|	292 	 2.1
239 	 11.12.35.115 	 0.128		||	13899 	 0.0704	|	292 	 2.1
239 	 11.12.35.114 	 0.128		||	13899 	 0.0704	|	523 	 3.76
239 	 11.12.33.9 	 0.128		||	13905 	 0.0704	|	698 	 5.02
239 	 11.12.33.8 	 0.128		||	13905 	 0.0704	|	352 	 2.53
239 	 11.12.35.111 	 0.128		||	13899 	 0.0704	|	288 	 2.07
239 	 11.12.35.110 	 0.128		||	13898 	 0.0704	|	349 	 2.51
239 	 11.12.35.113 	 0.128		||	13899 	 0.0704	|	584 	 4.2
239 	 11.12.35.112 	 0.128		||	13900 	 0.0704	|	466 	 3.35
239 	 11.12.33.3 	 0.128		||	13901 	 0.0704	|	408 	 2.94
239 	 11.12.33.2 	 0.128		||	13899 	 0.0704	|	348 	 2.5
239 	 11.12.33.7 	 0.128		||	13902 	 0.0704	|	352 	 2.53
239 	 11.12.33.6 	 0.128		||	13901 	 0.0704	|	352 	 2.53
239 	 11.12.33.5 	 0.128		||	13901 	 0.0704	|	640 	 4.6
239 	 11.12.33.4 	 0.128		||	13901 	 0.0704	|	698 	 5.02
239 	 11.12.35.42 	 0.128		||	13890 	 0.0703	|	465 	 3.35
239 	 11.12.35.43 	 0.128		||	13888 	 0.0703	|	407 	 2.93
239 	 11.12.35.40 	 0.128		||	13891 	 0.0703	|	234 	 1.68
239 	 11.12.35.41 	 0.128		||	13890 	 0.0703	|	172 	 1.24
239 	 11.12.33.108 	 0.128		||	13912 	 0.0704	|	469 	 3.37
239 	 11.12.33.109 	 0.128		||	13910 	 0.0704	|	406 	 2.92
239 	 11.12.33.104 	 0.128		||	13912 	 0.0704	|	351 	 2.52
239 	 11.12.33.105 	 0.128		||	13913 	 0.0704	|	405 	 2.91
239 	 11.12.33.106 	 0.128		||	13912 	 0.0704	|	406 	 2.92
239 	 11.12.33.107 	 0.128		||	13913 	 0.0704	|	464 	 3.34
239 	 11.12.33.100 	 0.128		||	13909 	 0.0704	|	638 	 4.59
239 	 11.12.33.101 	 0.128		||	13912 	 0.0704	|	175 	 1.26
239 	 11.12.33.102 	 0.128		||	13913 	 0.0704	|	410 	 2.95
239 	 11.12.33.103 	 0.128		||	13913 	 0.0704	|	639 	 4.59
239 	 11.12.34.204 	 0.128		||	13898 	 0.0704	|	172 	 1.24
239 	 11.12.34.205 	 0.128		||	13899 	 0.0704	|	408 	 2.94
239 	 11.12.34.206 	 0.128		||	13898 	 0.0704	|	462 	 3.32
239 	 11.12.34.207 	 0.128		||	13897 	 0.0704	|	232 	 1.67
239 	 11.12.34.200 	 0.128		||	13898 	 0.0704	|	173 	 1.24
239 	 11.12.34.201 	 0.128		||	13898 	 0.0704	|	406 	 2.92
239 	 11.12.34.202 	 0.128		||	13899 	 0.0704	|	407 	 2.93
239 	 11.12.34.203 	 0.128		||	13899 	 0.0704	|	640 	 4.6
239 	 11.12.35.45 	 0.128		||	13891 	 0.0703	|	347 	 2.5
239 	 11.12.34.208 	 0.128		||	13897 	 0.0704	|	523 	 3.76
239 	 11.12.34.209 	 0.128		||	13898 	 0.0704	|	408 	 2.94
239 	 11.12.35.48 	 0.128		||	13891 	 0.0703	|	290 	 2.09
239 	 11.12.35.49 	 0.128		||	13889 	 0.0703	|	698 	 5.03
239 	 11.12.35.200 	 0.128		||	13900 	 0.0704	|	348 	 2.5
239 	 11.12.35.19 	 0.128		||	13889 	 0.0703	|	637 	 4.59
239 	 11.12.35.9 	 0.128		||	13886 	 0.0703	|	583 	 4.2
239 	 11.12.35.8 	 0.128		||	13889 	 0.0703	|	348 	 2.51
239 	 11.12.34.109 	 0.128		||	13900 	 0.0704	|	406 	 2.92
239 	 11.12.34.108 	 0.128		||	13902 	 0.0704	|	292 	 2.1
239 	 11.12.34.107 	 0.128		||	13900 	 0.0704	|	527 	 3.79
239 	 11.12.34.106 	 0.128		||	13902 	 0.0704	|	348 	 2.5
239 	 11.12.34.105 	 0.128		||	13901 	 0.0704	|	462 	 3.32
239 	 11.12.34.104 	 0.128		||	13900 	 0.0704	|	118 	 0.849
239 	 11.12.34.103 	 0.128		||	13903 	 0.0704	|	583 	 4.19
239 	 11.12.34.102 	 0.128		||	13902 	 0.0704	|	175 	 1.26
239 	 11.12.34.101 	 0.128		||	13901 	 0.0704	|	349 	 2.51
239 	 11.12.34.100 	 0.128		||	13900 	 0.0704	|	586 	 4.22
239 	 11.12.33.207 	 0.128		||	13907 	 0.0704	|	524 	 3.77
239 	 11.12.33.206 	 0.128		||	13905 	 0.0704	|	464 	 3.34
239 	 11.12.33.205 	 0.128		||	13906 	 0.0704	|	117 	 0.841
239 	 11.12.33.204 	 0.128		||	13905 	 0.0704	|	463 	 3.33
239 	 11.12.33.203 	 0.128		||	13906 	 0.0704	|	406 	 2.92
239 	 11.12.33.202 	 0.128		||	13908 	 0.0704	|	466 	 3.35
239 	 11.12.33.201 	 0.128		||	13909 	 0.0704	|	407 	 2.93
239 	 11.12.33.200 	 0.128		||	13909 	 0.0704	|	522 	 3.75
239 	 11.12.33.209 	 0.128		||	13907 	 0.0704	|	465 	 3.34
239 	 11.12.33.208 	 0.128		||	13907 	 0.0704	|	289 	 2.08
239 	 11.12.34.194 	 0.128		||	13903 	 0.0704	|	521 	 3.75
239 	 11.12.34.195 	 0.128		||	13903 	 0.0704	|	292 	 2.1
239 	 11.12.34.196 	 0.128		||	13904 	 0.0704	|	290 	 2.09
239 	 11.12.34.197 	 0.128		||	13904 	 0.0704	|	234 	 1.68
239 	 11.12.34.190 	 0.128		||	13899 	 0.0704	|	351 	 2.53
239 	 11.12.34.191 	 0.128		||	13898 	 0.0704	|	235 	 1.69
239 	 11.12.34.192 	 0.128		||	13900 	 0.0704	|	404 	 2.91
239 	 11.12.34.193 	 0.128		||	13903 	 0.0704	|	463 	 3.33
239 	 11.12.34.198 	 0.128		||	13902 	 0.0704	|	585 	 4.21
239 	 11.12.34.199 	 0.128		||	13898 	 0.0704	|	526 	 3.78
239 	 11.12.34.56 	 0.128		||	13908 	 0.0704	|	230 	 1.65
239 	 11.12.34.57 	 0.128		||	13906 	 0.0704	|	406 	 2.92
239 	 11.12.34.54 	 0.128		||	13908 	 0.0704	|	465 	 3.34
239 	 11.12.34.55 	 0.128		||	13908 	 0.0704	|	411 	 2.96
239 	 11.12.34.52 	 0.128		||	13908 	 0.0704	|	697 	 5.01
239 	 11.12.34.53 	 0.128		||	13908 	 0.0704	|	174 	 1.25
239 	 11.12.34.50 	 0.128		||	13907 	 0.0704	|	701 	 5.04
239 	 11.12.34.51 	 0.128		||	13908 	 0.0704	|	348 	 2.5
239 	 11.12.34.58 	 0.128		||	13906 	 0.0704	|	407 	 2.93
239 	 11.12.34.59 	 0.128		||	13906 	 0.0704	|	584 	 4.2
239 	 11.12.35.159 	 0.128		||	13895 	 0.0704	|	522 	 3.76
239 	 11.12.35.158 	 0.128		||	13893 	 0.0703	|	353 	 2.54
239 	 11.12.35.151 	 0.128		||	13897 	 0.0704	|	460 	 3.31
239 	 11.12.35.150 	 0.128		||	13896 	 0.0704	|	410 	 2.95
239 	 11.12.35.153 	 0.128		||	13898 	 0.0704	|	410 	 2.95
239 	 11.12.35.152 	 0.128		||	13897 	 0.0704	|	522 	 3.76
239 	 11.12.35.155 	 0.128		||	13896 	 0.0704	|	290 	 2.09
239 	 11.12.35.154 	 0.128		||	13896 	 0.0704	|	350 	 2.52
239 	 11.12.35.157 	 0.128		||	13893 	 0.0703	|	290 	 2.09
239 	 11.12.35.156 	 0.128		||	13895 	 0.0704	|	521 	 3.75
239 	 11.12.34.23 	 0.128		||	13905 	 0.0704	|	291 	 2.09
239 	 11.12.34.22 	 0.128		||	13905 	 0.0704	|	172 	 1.24
239 	 11.12.34.21 	 0.128		||	13905 	 0.0704	|	348 	 2.5
239 	 11.12.34.20 	 0.128		||	13904 	 0.0704	|	173 	 1.24
239 	 11.12.34.27 	 0.128		||	13903 	 0.0704	|	402 	 2.89
239 	 11.12.34.26 	 0.128		||	13905 	 0.0704	|	401 	 2.88
239 	 11.12.34.25 	 0.128		||	13904 	 0.0704	|	289 	 2.08
239 	 11.12.34.24 	 0.128		||	13903 	 0.0704	|	526 	 3.78
239 	 11.12.34.29 	 0.128		||	13902 	 0.0704	|	405 	 2.91
239 	 11.12.34.28 	 0.128		||	13902 	 0.0704	|	232 	 1.67
239 	 11.12.33.140 	 0.128		||	13914 	 0.0705	|	872 	 6.27
239 	 11.12.33.141 	 0.128		||	13916 	 0.0705	|	465 	 3.34
239 	 11.12.33.142 	 0.128		||	13914 	 0.0705	|	408 	 2.93
239 	 11.12.33.143 	 0.128		||	13913 	 0.0704	|	580 	 4.17
239 	 11.12.33.144 	 0.128		||	13913 	 0.0704	|	521 	 3.74
239 	 11.12.33.145 	 0.128		||	13911 	 0.0704	|	463 	 3.33
239 	 11.12.33.146 	 0.128		||	13909 	 0.0704	|	405 	 2.91
239 	 11.12.33.147 	 0.128		||	13909 	 0.0704	|	467 	 3.36
239 	 11.12.33.148 	 0.128		||	13909 	 0.0704	|	470 	 3.38
239 	 11.12.33.149 	 0.128		||	13909 	 0.0704	|	230 	 1.65
239 	 11.12.35.57 	 0.128		||	13892 	 0.0703	|	522 	 3.76
239 	 11.12.35.56 	 0.128		||	13890 	 0.0703	|	581 	 4.18
239 	 11.12.35.51 	 0.128		||	13892 	 0.0703	|	586 	 4.22
239 	 11.12.35.50 	 0.128		||	13891 	 0.0703	|	411 	 2.96
239 	 11.12.35.53 	 0.128		||	13889 	 0.0703	|	402 	 2.89
239 	 11.12.35.52 	 0.128		||	13891 	 0.0703	|	292 	 2.1
239 	 11.12.35.128 	 0.128		||	13892 	 0.0703	|	581 	 4.18
239 	 11.12.35.129 	 0.128		||	13893 	 0.0703	|	348 	 2.5
239 	 11.12.35.124 	 0.128		||	13897 	 0.0704	|	639 	 4.6
239 	 11.12.35.125 	 0.128		||	13896 	 0.0704	|	350 	 2.52
239 	 11.12.35.126 	 0.128		||	13896 	 0.0704	|	410 	 2.95
239 	 11.12.35.127 	 0.128		||	13893 	 0.0703	|	175 	 1.26
239 	 11.12.35.120 	 0.128		||	13896 	 0.0704	|	461 	 3.32
239 	 11.12.35.121 	 0.128		||	13896 	 0.0704	|	523 	 3.76
239 	 11.12.35.122 	 0.128		||	13894 	 0.0704	|	349 	 2.51
239 	 11.12.35.123 	 0.128		||	13895 	 0.0704	|	581 	 4.18
239 	 11.12.33.93 	 0.128		||	13910 	 0.0704	|	233 	 1.68
239 	 11.12.33.92 	 0.128		||	13909 	 0.0704	|	408 	 2.93
239 	 11.12.33.91 	 0.128		||	13907 	 0.0704	|	403 	 2.9
239 	 11.12.33.90 	 0.128		||	13907 	 0.0704	|	408 	 2.93
239 	 11.12.33.97 	 0.128		||	13910 	 0.0704	|	580 	 4.17
239 	 11.12.33.96 	 0.128		||	13911 	 0.0704	|	347 	 2.49
239 	 11.12.33.95 	 0.128		||	13909 	 0.0704	|	576 	 4.14
239 	 11.12.33.94 	 0.128		||	13910 	 0.0704	|	469 	 3.37
239 	 11.12.35.80 	 0.128		||	13888 	 0.0703	|	410 	 2.95
239 	 11.12.33.99 	 0.128		||	13910 	 0.0704	|	816 	 5.87
239 	 11.12.33.98 	 0.128		||	13911 	 0.0704	|	754 	 5.42
239 	 11.12.34.143 	 0.128		||	13902 	 0.0704	|	760 	 5.47
239 	 11.12.34.142 	 0.128		||	13902 	 0.0704	|	464 	 3.34
239 	 11.12.34.141 	 0.128		||	13902 	 0.0704	|	700 	 5.04
239 	 11.12.34.140 	 0.128		||	13900 	 0.0704	|	410 	 2.95
239 	 11.12.34.147 	 0.128		||	13904 	 0.0704	|	408 	 2.93
239 	 11.12.34.146 	 0.128		||	13904 	 0.0704	|	579 	 4.16
239 	 11.12.34.145 	 0.128		||	13903 	 0.0704	|	465 	 3.34
239 	 11.12.34.144 	 0.128		||	13903 	 0.0704	|	408 	 2.93
239 	 11.12.34.149 	 0.128		||	13906 	 0.0704	|	352 	 2.53
239 	 11.12.34.148 	 0.128		||	13905 	 0.0704	|	701 	 5.04
239 	 11.12.35.18 	 0.128		||	13887 	 0.0703	|	520 	 3.74
239 	 11.12.33.249 	 0.128		||	13904 	 0.0704	|	641 	 4.61
239 	 11.12.33.248 	 0.128		||	13903 	 0.0704	|	406 	 2.92
239 	 11.12.33.243 	 0.128		||	13907 	 0.0704	|	937 	 6.74
239 	 11.12.33.242 	 0.128		||	13906 	 0.0704	|	291 	 2.09
239 	 11.12.33.241 	 0.128		||	13906 	 0.0704	|	232 	 1.67
239 	 11.12.33.240 	 0.128		||	13907 	 0.0704	|	463 	 3.33
239 	 11.12.33.247 	 0.128		||	13905 	 0.0704	|	292 	 2.1
239 	 11.12.33.246 	 0.128		||	13910 	 0.0704	|	234 	 1.68
239 	 11.12.33.245 	 0.128		||	13910 	 0.0704	|	409 	 2.94
239 	 11.12.33.244 	 0.128		||	13907 	 0.0704	|	351 	 2.52
239 	 11.12.34.248 	 0.128		||	13892 	 0.0703	|	524 	 3.77
239 	 11.12.34.249 	 0.128		||	13893 	 0.0703	|	231 	 1.66
239 	 11.12.34.240 	 0.128		||	13889 	 0.0703	|	407 	 2.93
239 	 11.12.34.89 	 0.128		||	13898 	 0.0704	|	526 	 3.78
239 	 11.12.34.242 	 0.128		||	13886 	 0.0703	|	348 	 2.51
239 	 11.12.34.243 	 0.128		||	13887 	 0.0703	|	469 	 3.38
239 	 11.12.34.244 	 0.128		||	13889 	 0.0703	|	285 	 2.05
239 	 11.12.34.245 	 0.128		||	13889 	 0.0703	|	233 	 1.68
239 	 11.12.34.246 	 0.128		||	13889 	 0.0703	|	466 	 3.36
239 	 11.12.34.88 	 0.128		||	13897 	 0.0704	|	465 	 3.35
239 	 11.12.34.85 	 0.128		||	13899 	 0.0704	|	576 	 4.14
239 	 11.12.35.46 	 0.128		||	13892 	 0.0703	|	235 	 1.69
239 	 11.12.34.84 	 0.128		||	13901 	 0.0704	|	526 	 3.78
239 	 11.12.35.15 	 0.128		||	13886 	 0.0703	|	409 	 2.95
239 	 11.12.35.14 	 0.128		||	13886 	 0.0703	|	284 	 2.05
239 	 11.12.34.69 	 0.128		||	13904 	 0.0704	|	466 	 3.35
239 	 11.12.34.68 	 0.128		||	13906 	 0.0704	|	526 	 3.78
239 	 11.12.34.67 	 0.128		||	13906 	 0.0704	|	529 	 3.8
239 	 11.12.34.66 	 0.128		||	13907 	 0.0704	|	815 	 5.86
239 	 11.12.34.65 	 0.128		||	13907 	 0.0704	|	523 	 3.76
239 	 11.12.34.64 	 0.128		||	13907 	 0.0704	|	634 	 4.56
239 	 11.12.34.63 	 0.128		||	13905 	 0.0704	|	522 	 3.75
239 	 11.12.34.62 	 0.128		||	13905 	 0.0704	|	346 	 2.49
239 	 11.12.34.61 	 0.128		||	13905 	 0.0704	|	177 	 1.27
239 	 11.12.34.60 	 0.128		||	13905 	 0.0704	|	759 	 5.46
239 	 11.12.33.184 	 0.128		||	13904 	 0.0704	|	176 	 1.27
239 	 11.12.33.185 	 0.128		||	13906 	 0.0704	|	231 	 1.66
239 	 11.12.33.186 	 0.128		||	13907 	 0.0704	|	466 	 3.35
239 	 11.12.33.187 	 0.128		||	13907 	 0.0704	|	293 	 2.11
239 	 11.12.33.180 	 0.128		||	13904 	 0.0704	|	349 	 2.51
239 	 11.12.33.181 	 0.128		||	13902 	 0.0704	|	229 	 1.65
239 	 11.12.33.182 	 0.128		||	13904 	 0.0704	|	524 	 3.77
